<<<<<<< HEAD
,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
131,《蛊真人》进行曲、语录合集,2024-04-13,133764,1684,29,17,51,00后 另类/独立 流行
132,懂得幸福 幸福就会变得很轻松,2023-08-01,419267,3435,88,103,294,00后 流行 nan
133,【口水旋律】感觉至上,2024-06-14,162059,695,13,1,154,驾车 00后 nan
134,卦者灵风最全歌单,2022-04-02,1146033,24632,215,373,227,00后 治愈 说唱
135,【薛之谦】其实我没你不能活,2023-05-19,150686,1031,35,6,120,华语 流行 00后
136,动画片主题曲 | 00后的童年回忆杀,2025-09-05,287576,533,22,3,213,流行 影视原声 00后
137,寻找属于自己的江湖,2025-07-10,21742,406,5,2,142,古风 00后 网络歌曲
138,TFBOYS：愿我们的青春都能被珍藏,2020-07-19,780677,26962,286,334,92,华语 流行 00后
139,钟表能回到原点 但昨天永远是昨天,2025-02-26,6995,47,2,2,173,夜晚 伤感 00后
140,亞文化 | 聆听小众浪漫氛围,2022-06-18,798111,19532,256,110,113,New Age 电子 00后
141,如果你也喜欢h3r3|infp的自救指南,2025-03-28,74800,722,14,6,34,华语 00后 nan
142,车载「PHONK」与生俱来的自私性,2025-03-26,58529,344,4,2,294,电子 兴奋 00后
143,开心的日子｜@你想一起听歌的人,2025-09-02,104000,630,7,3,63,网络歌曲 00后 伤感
144,劲爆PHONK｜健身必备（定期更新）,2025-06-20,157934,920,3,2,263,电子 兴奋 00后
145,理想主义的少年永远不会被现实招安,2016-12-17,184072,1724,34,12,1460,流行 00后 网络歌曲
146,依然以“初音未来”存在于这里,2017-03-11,158309,4752,47,55,3182,日语 00后 ACG
147,如果忧郁是天赋,2024-05-15,154407,568,16,3,194,00后 网络歌曲 榜单
148,超好听的炸裂PHONK！“封面是入坑作”,2025-06-25,71554,513,5,1,192,电子 驾车 00后
149,将大局逆转吧，开！,2021-01-05,990148,5720,38,92,288,游戏 00后 驾车
150,「游戏中5杀/逆风翻盘/竞速神曲/超燃瞬间」,2023-12-17,24812,160,1,4,155,欧美 流行 00后
151,满腔热血，快意恩仇，江湖豪情壮志歌曲,2025-04-24,272592,1879,17,6,19,古风 00后 nan
152,00后童年回忆杀 ｜ 经典动画片主题曲,2025-06-14,50646,161,5,1,139,华语 00后 ACG
153,雄鹰再次展翅飞 我必剥夺你辉煌,2023-08-29,3319592,22828,546,212,238,流行 00后 网络歌曲
154,听rapper中国最炸武器库,2019-05-15,323621,1351,19,13,248,说唱 00后 nan
155,华语流行 | 那些年让人陶醉之歌,2016-03-02,496430,1222,29,6,420,流行 华语 00后
156,偶像活动系列｜全•不重 ,2021-12-27,79164,1752,10,7,239,日语 ACG 00后
157,静谧夜晚聆听星空的梦幻,2017-02-24,649671,1549,19,5,451,华语 流行 00后
158,18年的夏天，除了有点热，其他都很好,2020-04-23,4625601,33179,321,300,93,流行 00后 nan
159,充满神秘色彩的奇幻音乐之旅,2017-01-24,2050609,3523,65,11,452,华语 00后 清新
160,听那片离别的风,2025-06-26,435727,4845,1,5,60,电子 00后 网络歌曲
161,哪些百听不厌的金曲 | Lirik NahxiLar,2023-10-28,1826248,3340,107,18,226,流行 华语 00后
162,每首都是单曲循环的“PHONK电音“,2025-07-10,55161,279,4,2,286,电子 兴奋 00后
163,[史诗级卍解超燃打游戏精选]带上耳机燃炸,2018-04-05,2464419,31859,233,185,618,电子 00后 网络歌曲
164,嘴硬会失去太多,2018-04-14,11792,44,3,1,76,00后 快乐 网络歌曲
165,一字傲 二字狂 忘本界里我称王,2025-02-26,211443,2424,63,18,206,流行 兴奋 00后
166,【肝帝必备】千首娱乐时听的歌曲,2020-06-28,43796,663,4,1,1598,流行 治愈 00后
167,超级无敌原地起飞歌单,2021-03-27,285502,884,19,6,381,00后 流行 放松
168,念念不忘，必有回响,2020-02-12,20650,428,2,2,377,流行 ACG 00后
169,2025年度全网热播超绝单曲,2025-05-22,10741036,20925,370,270,141,流行 00后 网络歌曲
170,唯美纯音乐 伤感 孤独 安静 寂静 忧郁 氛围,2019-10-01,17777,232,1,9,50,轻音乐 安静 00后
171,大手子聚集地 尽情享用吧/.,2024-06-26,973344,8120,150,77,166,兴奋 网络歌曲 00后
172,如果爱是条街 那我真的站累了,2023-07-25,43972,291,10,6,187,流行 00后 nan
173,讲述人生百态的沧桑岁月,2016-06-04,729311,1494,18,4,451,华语 流行 00后
174,无法替代 那份最初的情怀.,2024-06-12,5857386,2705,19,39,331,流行 夜晚 00后
175,曼波小曲 | 哈基米活全家音乐,2025-08-06,207478,4613,203,36,65,00后 快乐 流行
176,民谣（是每个人的回忆）,2024-08-09,152122,969,17,5,219,民谣 00后 nan
177,心绪飘散在微风中,2025-07-14,1561187,4508,19,20,370,流行 夜晚 00后
178,狐狸不是骚，性感不是妖,2018-12-19,600283,4790,60,31,108,00后 电子 nan
179,2025年度全网热播爆款单曲,2025-07-13,80890,102,1,2,239,流行 网络歌曲 00后
180,一键收听PHONK「虚幻与狂野的交响」,2025-06-03,58441,835,6,13,288,电子 兴奋 00后
181,因为太敏感 爱与痛苦总是双倍感受,2025-04-29,930260,9969,209,167,139,流行 思念 00后
182,顶级对抗路必备[BGM]（边路战歌）,2020-10-05,391367,2826,52,12,409,后摇 游戏 00后
183,年轻不嗨，老年痴呆,2020-07-13,1286905,4843,86,10,180,00后 摇滚 朋克
184,静谧夜晚聆听星空的梦幻,2017-02-07,462700,802,19,2,451,华语 流行 00后
185,深夜emo必听11.2x快速变调伤感 歌曲,2025-07-07,45081,244,10,1,65,伤感 网络歌曲 00后
186,【心灵共鸣】自由绽放，无畏界限。,2025-07-11,150819,514,2,1,134,电子 网络歌曲 00后
187,“少给我套枷锁”,2023-07-23,111365,519,7,1,356,00后 兴奋 驾车
188,上网只为狂 死也不破防,2025-04-16,60281,488,9,5,142,流行 00后 网络歌曲
189,2025年度全网热播爆款单曲,2025-07-05,133260,173,1,1,231,流行 00后 网络歌曲
190,【ACGN/二次元】日系小清新杂货铺,2022-06-15,14329,507,3,2,354,日语 00后 清新
191,那些攻陷耳朵的英文歌,2024-05-12,25837,120,2,2,91,欧美 流行 00后
192,物是人非事事休 欲语泪先流,2023-10-04,290096,2279,76,52,230,00后 网络歌曲 nan
193,一听就爱上の前奏杀纯音乐,2020-02-23,3824969,76401,1330,257,103,轻音乐 放松 00后
194,谋爱先谋生 爱人先爱己,2019-10-27,158158,919,21,5,1207,华语 流行 00后
195,【回忆杀】伤感华语｜去看看花的那片海,2023-01-14,47567,170,22,2,63,伤感 华语 00后
196,开车必听！握紧你的方向盘！,2025-04-29,447489,1992,39,3,149,驾车 00后 nan
197,告诉老默 _我想吃鱼了,2023-01-20,81495,420,7,2,73,流行 酒吧 00后
198,男鬼/女鬼/病态/扭曲的爱/爽感,2025-01-26,172034,3672,51,13,68,00后 兴奋 nan
199,『金碟vip』尊贵的金碟会员专属歌曲,2024-12-28,40070,103,1,7,86,华语 治愈 00后
200,动画片主题曲 | 00后的童年回忆杀,2025-09-01,187822,350,14,3,212,流行 影视原声 00后
201,【旋律控】超级好听的欧美良曲,2021-04-08,16466631,270000,4108,319,199,欧美 世界音乐 00后
202,如果忧郁是天赋,2025-08-01,138462,3163,7,22,37,伤感 流行 00后
203,上网出征就是王 不改当年一字狂,2025-06-18,257462,3014,50,18,71,00后 网络歌曲 nan
204,一剑绝 两心狂 战场中争锋芒,2025-06-19,554804,4652,9,10,115,流行 网络歌曲 00后
205,我想我们好像相爱过,2025-07-31,110412,394,9,3,83,流行 伤感 00后
206,带感的欧美歌曲,2018-01-21,24308,138,12,7,222,00后 快乐 流行
207,千悲万恨四五弦，弦中甲马声骈阗,2017-02-21,986444,2065,42,5,444,华语 00后 浪漫
208,『返校BGM』你知道的，我喜欢开学,2025-08-28,11687,79,12,1,26,学习 00后 nan
209,00后|如果真有歌能带我们去爱人身边就好了,2019-04-10,28025,128,5,1,45,说唱 伤感 00后
210,时钟敲响 忧伤降临,2025-06-24,472972,3048,32,44,374,伤感 00后 nan
211,因为太敏感 爱与痛苦总是双倍感受,2025-03-05,52591,256,6,5,178,流行 思念 00后
212,桂A嗨老友歌单持续分享,2023-11-28,530832,4018,91,6,91,酒吧 00后 流行
213,霓虹蒸汽姬 蒸上你心头,2023-01-04,313860,3629,174,36,76,轻音乐 兴奋 00后
214,英语小札‖为你写一首爱情的诗,2020-08-19,240213,2145,69,21,200,欧美 流行 00后
215,世界第一吃货殿下,2017-11-11,98900,4552,30,18,607,华语 00后 nan
216,哈基米南北绿豆曼波～精选,2025-10-20,39222,870,35,8,129,华语 网络歌曲 00后
217,『一秒沦陷的纯音乐！超级好听』,2022-06-12,7210,41,4,1,174,放松 轻音乐 00后
218,怀旧金曲｜岁月流转，旧梦难拾的苦情之旅,2024-12-22,127745,221,6,1,35,流行 华语 00后
219,俄语‖就让这首歌伴你度过美好一天,2021-02-16,629225,2944,437,11,157,00后 榜单 网络歌曲
220,「欧美超燃｜节奏感音乐」跟随节奏律动摇摆,2023-03-30,30671,107,1,1,391,欧美 流行 00后
221,刘思鉴|我发着光当你们亮起灯海,2018-01-10,47101,544,16,4,136,00后 流行 治愈
222,祝大家写小说 画画灵感爆发,2024-08-16,5567,120,2,1,261,欧美 日语 00后
223,充满力量勇往直前的拼搏,2017-02-06,898521,1853,13,3,452,华语 00后 浪漫
224,哭干了眼泪 不再继续讲伤悲,2025-06-22,21989,74,1,32,198,流行 伤感 00后
225,中式新现实主义摇滚,2020-05-14,29293,482,3,8,214,华语 摇滚 00后
226,乱世 社会 旋律/.,2024-11-02,690571,5787,106,34,91,流行 舞曲 00后
227,推荐的一听就入睡的PHONK !,2025-06-06,25110,206,1,1,288,电子 兴奋 00后
228,激发运动热情的活力动感,2017-01-24,652699,1228,33,1,452,华语 流行 00后
229,想念变成空气在叹气,2024-07-25,88265,311,1,5,105,流行 00后 网络歌曲
230,爱 是逐渐疗愈伤口的过程,2025-05-21,75292,246,9,1,158,流行 00后 伤感
231,《华语流行金曲｜隔断间里的白日梦与叹息》,2023-01-25,6626,38,2,2,247,华语 流行 00后
232,他们朝我扔筷子 我拿筷子,2023-02-12,990014,9539,223,165,210,流行 电子 00后
233,（让各种好听的歌声进入你的耳朵）,2017-05-02,861586,2717,82,29,1240,90后 00后 网络歌曲
234,不要一时爽 要一直爽,2025-01-24,100286,375,5,2,71,00后 舞曲 驾车
235,口水dj旋律Vol 魔也是怔,2022-10-13,3690959,25434,1650,314,210,00后 流行 酒吧
236,十个英雄九个倒 剩我一个不死鸟.,2023-01-25,1202136,6408,104,53,382,流行 治愈 00后
237,那些惊艳了童年的动画片主题曲,2025-04-28,912356,4982,111,4,77,00后 流行 影视原声
238,马思唯/沙一汀EL/Capper/Tizzy T./姜云升,2021-08-04,8373541,72059,4422,353,100,说唱 华语 00后
239,值得一听的少年音 正太音,2020-02-12,112491,3690,41,46,838,00后 治愈 旅行
240,“推荐的PHONK”旋律占据大脑行动代替思考,2025-06-17,35320,85,3,2,288,电子 兴奋 00后
241,上网永不破防 只因旋律太狂,2024-04-19,403610,3311,107,30,2764,摇滚 流行 00后
242,“音符/用这颗千疮百孔的心 接受你的拷打,2025-04-27,290175,1324,13,5,85,00后 网络歌曲 说唱
243,[中文华语说唱]法老和他的小娇妻马思唯,2017-07-31,9016376,75066,1090,500,780,说唱 华语 00后
244,2025年全球热榜巅峰金曲,2025-09-02,344403,440,1,1,141,流行 00后 网络歌曲
245,虽然我们好景不长 但感谢你喜欢过我.,2024-10-19,412106,1541,57,32,78,00后 孤独 安静
246,综艺《种地吧少年》十个勤天 麦田音乐会,2023-07-01,183698,1914,13,12,58,综艺 华语 00后
247,可我偏偏就是不想要转弯,2019-07-01,6304944,45934,618,127,484,翻唱 00后 放松
248,就这一生 看透不如看淡 可以快乐就不要难过,2025-03-08,238449,1405,15,1,76,工作 放松 00后
249,神圣/宗教感（偏ACG）,2024-11-01,200418,7485,40,27,46,00后 ACG 安静
250,外面的世界太杂乱 听自己的心就好,2021-01-30,42788,202,5,2,182,治愈 00后 孤独
251,最近上头曲目，全网热播一网打尽,2025-06-25,209894,359,2,1,490,华语 00后 流行
252,痛苦五人组＋刀脚,2023-01-11,155776,1409,24,9,122,说唱 00后 伤感
253,跑图/挂机/病恋/节奏感强,2025-08-23,536,24,7,5,111,兴奋 电子 00后
254,从质疑老爸，到超越老爸,2024-12-15,1124315,8440,91,6,190,摇滚 00后 nan
255,00后流行歌曲热力榜,2023-11-29,155020,237,6,5,46,流行 00后 nan
256,"""关于你的一切 听了一遍又一遍""",2024-12-16,7537,21,2,1,131,治愈 伤感 00后
257,我反复听 你爱的歌.,2024-08-29,621806,1915,152,5,237,伤感 夜晚 00后
258,『100%好听』百听不厌的歌曲精选,2025-06-04,66606,178,140,4,229,华语 流行 00后
259,00后回忆杀经典怀旧老歌,2024-03-08,26105,98,4,2,205,00后 华语 怀旧
260,古风『有哪些好听，最近很火的古风歌曲』,2023-08-06,648625,3891,34,8,127,古风 华语 00后
261,2025年度全网热播爆款单曲,2025-07-13,356057,421,8,2,247,流行 网络歌曲 00后
262,精选/暗黑压迫感硬曲【phonk】,2025-06-29,44741,184,3,2,178,电子 兴奋 00后
263,标题： “精选的「TECHNO」听完直接嗨翻全场!,2025-06-19,286689,3319,6,6,269,电子 兴奋 00后
264,重庆猩猩地堡Hiphop歌单,2022-03-03,1706876,15436,524,27,277,说唱 舞曲 00后
265,健身动感旋律节拍运动达人推荐单,2025-06-26,285518,1304,9,1,110,电子 00后 欧美
266,极品【phonk】歌单｜全方面拿捏敌人,2025-07-06,127594,711,10,5,248,电子 兴奋 00后
267,-心跳频率 ‖ 爱情的主题曲,2025-02-16,129295,64,5,1,331,流行 00后 90后
268,《古风，纯音乐，电音》轻音系列,2017-06-11,2875113,56220,649,401,300,00后 轻音乐 放松
269,不觉碧山暮，秋云暗几重,2017-09-09,1284565,3493,44,9,453,华语 流行 00后
270,属于00后的校园回忆杀。,2025-04-27,314990,2951,53,13,64,华语 校园 00后
271,幸福的人不晚睡.,2022-04-29,235727,430,17,2,67,流行 夜晚 00后
272,游戏歌单｜自信即巅峰,2019-12-16,14977997,130000,1702,484,250,游戏 00后 nan
273,哭干了眼泪不再继续讲伤悲,2025-06-20,43435,123,6,3,199,流行 伤感 00后
274,琴酒（教皇/视频收录音乐/司空震/手感）,2025-03-25,132769,955,13,8,33,游戏 00后 网络歌曲
275,我还是很喜欢你 但我深知我们不能在一起,2025-06-02,85170,542,4,6,162,伤感 00后 思念
276,“智者不入爱河”【我可不是花花公子】,2022-08-13,33696,131,5,4,57,流行 兴奋 00后
277,治愈丨今年最火的爱情新歌,2017-04-24,13178129,34205,463,18,444,流行 华语 00后
278,华语精选｜评论超过10万的热门歌曲,2022-08-23,2038040,1801,45,14,215,华语 00后 流行
279,接受正义的洗礼,2021-01-17,15706,68,2,6,131,说唱 00后 nan
280,睡不着的凌晨 我也总在想我们还有没有机会,2025-04-07,99416,349,10,4,22,00后 网络歌曲 nan
281,压迫感电音|全场真空氧气泵式低音,2024-07-23,347565,898,8,2,186,流行 游戏 00后
282,车载DJ | 舒缓身心，告别疲劳,2024-05-09,220150,1310,18,12,190,电子 驾车 00后
283,能够让人感到愉悦快乐的歌曲,2019-06-25,4707287,20418,262,82,74,00后 清晨 nan
284,蹦迪一时爽 一直蹦迪一直爽,2017-07-29,4440103,24095,366,68,110,华语 电子 00后
285,周末放松心情的轻松欢快,2017-06-05,395021,771,8,3,452,流行 华语 00后
286,小时候陪我们的老歌曲集¶Kona Nahxilar|新,2024-03-19,228915,191,30,1,48,流行 华语 00后
287,连名字你都说错,2022-01-12,1549632,16180,306,242,230,网络歌曲 00后 流行
288,欧美 | 精选良曲 前奏/开口就会让你沉醉,2019-07-03,388943,2978,76,89,412,欧美 流行 00后
289,那些过往 风轻云淡 ,2020-02-19,3653515,25946,611,455,65,华语 流行 00后
290,青春啊！它苦涩如歌,2024-06-19,517480,3335,31,18,43,00后 榜单 nan
291,婚礼必备的歌曲（持续更新）,2023-06-14,103810,199,19,1,183,流行 舞曲 00后
292,中文高级腔调★极品flow说唱,2020-12-17,473834,4157,55,33,135,华语 说唱 00后
293,一字狂 两字傲 追猎里要称王,2025-05-24,225282,1691,41,14,119,流行 网络歌曲 00后
294,魔怔 旋律 权威 DJ 混搭,2024-07-24,457042,3160,53,140,194,流行 00后 网络歌曲
295,宝藏丨一听就点红心系列,2016-02-24,1479075,3957,204,162,444,流行 华语 00后
296,“听歌 抽烟 陷入回忆”,2020-03-08,112991,298,10,2,289,华语 流行 00后
297,你能否读懂我的孤独 然后陪伴我,2025-04-25,109060,430,1,6,269,00后 伤感 nan
298,日语专场 Jpop还拿不下你？,2021-08-22,168246,2958,32,24,548,日语 流行 00后
299,【回忆杀】2018年的那个夏天到底有啥魔力？,2025-01-16,131765,1210,19,5,59,流行 网络歌曲 00后
300,国漫回忆 | 见证了00后童年的动画片主题曲,2025-04-29,85787,1098,27,4,145,00后 流行 影视原声
301,我喜欢你 但是我深知我们不能在一起,2025-06-15,227651,2040,34,64,126,流行 校园 00后
302,【压迫感】反派狠角色专属BGM大全 ,2024-11-03,267979,1233,325,205,200,电子 驾车 00后
303,2025年热门流行单曲精选,2025-07-11,1686907,2186,26,33,229,流行 网络歌曲 00后
304,车载DJ | 热播嗨曲燃起内心躁动,2024-05-09,389410,2540,26,48,190,电子 驾车 00后
305,神明也在地狱里,2019-01-22,1317189,9437,182,70,927,流行 00后 翻唱
306,「温柔翻唱」好听的歌从来没有完整版,2020-06-17,6651404,28992,597,117,210,翻唱 00后 流行
307,在村里练了10年拳出了村发现他们都用权,2024-12-24,126393,474,3,3,30,兴奋 00后 驾车
308,年少轻狂就一回，你说我能惯着谁./,2025-08-08,173467,772,13,3,471,00后 网络歌曲 驾车
309,韩娱女团神曲集,2024-09-16,130723,678,11,3,77,韩语 流行 00后
310,我喜欢了很久的一些rap,2018-12-13,34354,131,7,2,369,90后 放松 00后
311,挺喜欢你的但你身边好像并不缺我,2019-10-28,6394001,31721,653,161,379,华语 翻唱 00后
312,『1w+热评』欧美万评撩耳伤感英文歌曲 ,2021-01-14,403736,2855,28,11,124,欧美 伤感 00后
313,左脚画圈右脚踢 哥们虐你如呼吸,2025-03-12,85162,495,12,1,143,网络歌曲 00后 nan
314,【时代少年团】2025加冠礼演唱会海口站,2025-04-12,203404,2274,65,17,34,华语 流行 00后
315,我的纸飞机呀飞呀飞｜00后回忆曲,2023-10-14,1084196,3501,21,33,217,流行 怀旧 00后
316,漫波~（哈基米活全家音乐）,2025-07-16,110664,2173,167,22,41,流行 快乐 00后
317,「日系」旭日为待，怎可语寒？,2017-07-01,10918,44,1,2,915,日语 ACG 00后
318,别说以前了我不喜欢也不记得,2025-03-09,34955,181,5,11,55,流行 怀旧 00后
319,「双笙」三笙有幸，为你而来。,2018-11-08,590531,10808,106,193,211,00后 nan nan
320,时代少年团｜最全收录,2022-06-20,28583,861,5,5,396,流行 00后 翻唱
321,敲级甜！怦然心动的粉色wink,2023-01-05,1365987,8193,158,40,342,流行 浪漫 00后
322,情窦初开时，晚风中只想抓紧你手,2024-12-26,28289,126,3,1,202,华语 治愈 00后
323,清新自然风带你走进森林,2017-02-24,6028253,19425,221,35,453,华语 90后 00后
324,00后从小听到大的动画片主题曲,2025-04-28,406772,2239,58,3,79,流行 怀旧 00后
325,重返00年代 | 聆听童年记忆里的经典老歌,2024-02-24,370039,1545,33,6,108,华语 怀旧 00后
326,【癫文】时代的诡异美学,2025-08-01,67199,4753,13,3,123,游戏 00后 ACG
327,超好听的年度全网热播爆款单曲,2025-07-30,171127,447,4,1,231,流行 网络歌曲 00后
328,听赵雷，不迷糊，享受同频乐趣！,2025-08-03,222313,635,5,4,16,流行 民谣 00后
329,1.2x1.3x耳机里传来的又是谁的遗憾和失落,2025-05-26,44854,217,2,1,114,00后 伤感 网络歌曲
330,节奏感｜嗨友歌单持续分享,2025-08-01,213698,4360,7,1,54,00后 流行 电子
331,马嘉祺让人百听不厌的歌,2024-10-13,43519,576,18,9,15,华语 流行 00后
332,深夜emo专用,2025-08-25,130404,664,16,12,33,流行 夜晚 00后
333,逆风翻盘の小曲,2023-12-18,2853276,29380,295,95,135,兴奋 运动 00后
334,京剧腔|台上悲欢独自唱,2021-09-03,12854,362,3,1,603,古风 00后 流行
335,国内外顶级rap 狠货 小众,2020-12-07,866635,5067,79,46,236,运动 安静 00后
336,有一天我不再觉得失去是舍不得,2025-06-14,119026,1027,14,12,176,说唱 网络歌曲 00后
337,我的深情感动不了你,2020-06-19,415684,1065,34,70,237,伤感 00后 R&B/Soul
338,戴上耳机，整个世界都是MYSELF的,2019-05-12,118297,410,5,3,1775,欧美 流行 00后
339,【be美学】写文/画画灵感库,2024-09-21,7592,140,5,1,69,世界音乐 孤独 00后
340,你说你会一直陪着我,2022-05-12,514343,4200,45,66,275,华语 安静 00后
341,深夜emo必听|1.2x快速变调伤感歌曲,2025-06-15,9704,58,1,1,65,网络歌曲 伤感 00后
342,运动【硬曲】【战歌起】自律时代,2024-09-01,72835,216,1,2,150,驾车 00后 90后
343,魔怔界里我称王 人称外号卢关王,2025-06-29,92570,563,19,3,123,流行 网络歌曲 00后
344,就这个停顿爽（DJ）,2025-08-28,102596,1489,25,34,66,华语 工作 00后
345,情绪像玻璃，易碎易崩溃,2025-06-25,207806,846,1,1,416,00后 华语 nan
346,R&B郑润泽 罗言....,2021-10-16,80164,471,9,1,482,流行 说唱 00后
347,魔性小曲一响｜听完就上头,2025-09-02,58786,1432,11,2,74,00后 网络歌曲 游戏
348,酒吧DJ超强重低音越南鼓 Vina House,2020-12-19,3545691,21669,660,125,98,电子 00后 摇滚
349,不食人间烟火，不畏人间恐惧。,2019-01-24,2290939,13573,281,66,562,流行 00后 网络歌曲
350,00后童年动画片歌曲回忆大全 | 主题曲精选,2025-04-26,31969,168,9,1,109,00后 怀旧 影视原声
351,那我听完这些歌就忘掉你吧,2024-04-14,1478366,1855,26,41,415,华语 流行 00后
352,超燃向 | 逆转命运 就是此刻！,2025-04-28,245799,1502,24,7,118,电子 驾车 00后
353,实力的碾压巴西FUNK/.,2025-08-26,5105,86,6,3,432,00后 电子 金属
354,原来不开心听歌真的会哭,2025-06-15,102751,785,5,38,24,流行 伤感 00后
355,“节奏PHONK”暗黑脏感内啡肽,2025-05-14,206777,1445,20,13,287,电子 兴奋 00后
356,2025车载DJ嗨曲热榜（持续更新）,2023-06-15,28121,168,3,8,216,电子 欧美 00后
357,“肾上腺素狂飙”推荐的PHONK,2025-06-04,34052,165,2,2,287,电子 兴奋 00后
358,适合戴耳机听歌写作业的歌,2020-03-21,17957,231,2,19,224,学习 00后 安静
359,听觉盛宴 精选必听（持续更新）,2025-04-27,182687,312,3,27,248,华语 流行 00后
360,“勇敢的人先爱世界”,2019-06-12,140245,1106,28,6,871,流行 放松 00后
361,老黑歌曲全集Dimasman（更新中）,2017-07-24,8997927,29708,352,46,452,流行 华语 00后
362,哈基米の曼波魔性循环/小曲合集,2025-08-11,103881,1585,98,6,61,流行 快乐 00后
363,我需要的不是判官，而是靠山,2025-06-18,511094,2980,16,34,99,流行 兴奋 00后
364,享受說唱flow狂轟亂炸,2019-08-29,7562218,69883,1011,307,599,华语 说唱 00后
365,漫波~（哈基米活全家音乐）,2025-07-27,96136,1701,118,11,46,放松 快乐 00后
366,童年回忆：00后动画片主题曲大全 回忆杀！,2025-04-29,115801,984,6,2,149,00后 流行 影视原声
367,00后动画片主题曲——斩！,2022-05-12,2344632,35571,426,178,93,00后 经典 怀旧
368,「kpop」夏日仙曲 像喝了海盐味汽水,2024-08-16,148380,940,3,8,92,韩语 快乐 00后
369,如果他喜欢我，会不会不一样啊……,2021-05-22,2424759,17141,442,56,264,浪漫 00后 流行
370,真的会有人 等一个人 一年又一年吗,2019-03-17,6066816,25981,597,966,358,流行 放松 00后
371,结局无所谓 你永远是我20岁那年最爱,2021-02-24,788292,2758,37,10,562,00后 nan nan
372,华语经典：200首妥妥列表循环,2024-08-22,130001,187,2,3,26,华语 00后 怀旧
373,绝对的实力碾压Phonk-Funk/.,2024-12-06,171581,2610,59,40,100,电子 00后 nan
374,遗憾也该收场了,2019-08-27,4731572,19659,309,156,386,00后 治愈 孤独
375,「流行」月亮掉入凡间✨,2018-07-13,33052,270,4,5,1698,流行 快乐 00后
376,哈基米南北绿豆： 这便是哈的,2025-10-16,1565,28,2,1,119,流行 网络歌曲 00后
377,全体乌蒙吃出列！,2024-04-20,43611,870,13,108,197,游戏 00后 nan
378,植物大战僵尸音乐全集,2018-07-04,81172,1052,8,6,45,90后 00后 游戏
379,空灵意境·零碎的岛屿会找到海,2025-04-16,125746,3204,116,2,64,轻音乐 孤独 00后
380,电音女嗓｜赴一场灵动抓耳的约会,2022-05-28,49029,420,4,4,218,欧美 电子 00后
381,综合（啥都有点，啥也不多）,2018-08-18,131152,2870,5,41,60,学习 00后 nan
382,最痛的纪念品.,2020-10-16,149619,915,23,4,224,华语 夜晚 00后
383,Lirik Nahxilar 抒情情歌,2020-02-24,154121,90,15,2,310,流行 00后 New Age
384,谁的青春无记忆！00后国漫回忆杀,2024-02-25,137720,1076,7,7,154,华语 00后 ACG
385,光狗叫有什么用 咬到我才算真本事,2022-07-06,1808408,21799,208,195,229,后摇 00后 摇滚
386,后来“我们还是没有在一起”,2023-12-29,16878,52,1,1,18,治愈 00后 伤感
387,漫波~（哈基米活全家音乐）,2025-07-25,144449,3155,231,27,50,流行 快乐 00后
388,@公路詩集.私藏❤️旋律～,2024-05-30,122865,431,10,2,425,驾车 00后 nan
389,熟悉又温暖的纯音乐 | 持续更新,2022-03-18,36513768,10722,2105,33,166,00后 学习 夜晚
390,老歌越听越有味，旧人越看越无情,2023-07-30,2387711,7197,68,42,93,90后 00后 经典
391,赐我一把斩断过去的剑刃,2024-12-22,98992,821,69,3,77,流行 00后 nan
392,那些好听的英文歌（有黄的哈）,2024-12-27,95263,2356,27,28,106,欧美 00后 性感
393,甜甜的恋爱【情歌说唱】,2020-01-13,2132649,14915,847,271,189,说唱 清新 00后
394,二次元神曲合集｜肯定有你耳熟的,2023-12-04,28325,390,4,15,76,00后 日语 nan
395,Hiphop是救命的胰岛素,2019-08-07,457189,2145,52,7,1280,华语 说唱 00后
396,流行欧美川“始于放松，终于沉”,2016-03-21,41616,567,5,2,444,流行 00后 浪漫
397,追猎大手子进行曲,2024-02-05,1517092,13989,242,134,130,00后 游戏 nan
398,东南亚越南鼓 口水旋律 水调节奏 桂系,2025-03-16,1061229,8322,153,38,68,电子 00后 nan
399,沉浸在诗意世界的古典,2017-02-07,866714,1634,18,1,451,流行 华语 00后
400,回看那年网络三巨头的时代,2024-06-17,24787,88,1,1,45,华语 00后 90后
401,那些超级熟悉却记不起歌名的歌,2025-09-14,66522,938,29,6,206,网络歌曲 流行 00后
402,爽歌PHONK｜压迫感/电子/纯音,2025-05-18,37891,214,4,1,287,电子 兴奋 00后
403,听完这些歌，就该放下你了,2021-01-16,6948334,34489,1662,525,540,00后 翻唱 华语
404,东南亚越南鼓 口水旋律 水调节奏 桂系,2025-07-23,59726,522,6,6,69,00后 电子 nan
405,Stray Kids的专属歌单™持更,2018-03-06,20183,570,9,238,361,韩语 流行 00后
406,看《道诡异仙》，做『赛博真仙』！,2023-11-15,394823,7051,74,40,140,华语 另类/独立 00后
407,甜甜温柔的rap 想和rapper恋爱了,2019-08-23,1078070,7639,176,25,332,说唱 00后 nan
408,可惜你不听姜云升也不懂我,2021-04-15,1120810,11849,234,399,57,说唱 00后 nan
409,戴上耳机 呼吸同频,2019-07-25,23321,37,2,2,234,00后 流行 nan
410,马思唯丨baby我除了你一无所有,2022-11-29,16433,92,3,5,267,说唱 兴奋 00后
